coffee_name,total_score,roaster_location,coffee_origin,roast_level,est._price,agtron_ground,agtron_roast,price_per_ounce,origin_country
Sumatra Lake Toba Peaberry,94.0,"Yorktown Heights, New York","Lake Toba growing region, northern Sumatra, Indonesia.",Medium,$18.00/12 ounces,47.0,65.0,18.0,
Sumatra Ulos Batak,94.0,"San Rafael, California","Lintong growing region, North Sumatra Province, Indonesia.",Medium Light,$17.25/12 ounces,56.0,70.0,17.25,
Ethiopian Washed Kochere G1 SO Espresso,94.0,"Kaohsiung City, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium,$12.00/16 ounces,49.0,62.0,12.0,
Colombia Granja La Esperanza Grand Cru Mokka,94.0,"Topeka, Kansas","Valle del Cauca growing region, Colombia.",Light,$27.50/12 ounces,65.0,86.0,27.5,
Panama Esmeralda Geisha,96.0,"Chicago, Illinois","Boquete growing region, western Panama.",Medium Light,$46.00/10 ounces,57.0,83.0,46.0,
Rum-Barrel Conditioned Ethiopia Gelena Abaya,94.0,"Highland Park, New Jersey","Kersa district, Oromia region, southern Ethiopia.",Light,$12.00/8 ounces,65.0,85.0,12.0,
Finca La Mula Panama Geisha,96.0,"Madison, Wisconsin","Chiriqui, western Panama.",Medium Light,$49.25/8 ounces,57.0,81.0,49.25,
Milepost Kenya Nyeri Ruarai,94.0,"Floyd, Virginia","Nyeri growing region, south-central Kenya.",Medium Light,$18.00/12 ounces,58.0,81.0,18.0,
Kenya Thiriku,95.0,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.50/12 ounces,56.0,77.0,17.5,
Ari-Ari Seuri-Seuri,94.0,"Paju City (Gyeonggi-do), South Korea",Kenya; Ethiopia.,Medium Light,$12.00/200 grams,56.0,72.0,0.42328042328042326,
Jazz Apricot (Espresso),94.0,"Taipei, Taiwan","Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.",Medium,NTD $500/16 ounces,50.0,62.0,,
Ethiopia Biloya Organic,95.0,"Olympia, Washington","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.75/12 ounces,55.0,75.0,16.75,
Organic Ethiopian Worka Special Prep,94.0,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Light,$17.75/12 ounces,60.0,83.0,17.75,
Ethiopia Washed Yirgacheffe Alemu Station,94.0,"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Light,$18.00/16 ounces,65.0,88.0,18.0,
Kenya Kianjuri AB,94.0,"Boulder, Colorado","Meru County, central Kenya.",Medium,$18.00/12 ounces,53.0,68.0,18.0,
Kenya Nyeri Tambaya Peaberry,94.0,"Seattle, Washington","Nyeri growing region, south-central Kenya.",Medium,$19.50/12 ounces,49.0,65.0,19.5,
Ethiopian Yirgacheffe Idido Natural,94.0,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$18.00/12 ounces,58.0,83.0,18.0,
Kenya AA,95.0,"New Taipei City, Taiwan",Central Kenya.,Medium Light,NT$500/8 ounces,56.0,79.0,500.0,
Ethiopia Suke Quto Organic,95.0,"Ramsey, Minnesota","Guji Zone, Oromia Region, Sidamo growing region, south-central Ethiopia.",Medium,$14.95/12 ounces,52.0,65.0,14.95,
Espresso Blend Spring 15,94.0,"New Taipei City, Taiwan",Ethiopia; Sumatra; Central America.,Medium,NT$290/8 ounces,48.0,54.0,290.0,
Esmeralda Leon Natural Geisha,96.0,"La Jolla, California","Cañas Verdes, Boquete growing region, western Panama.",Light,$45.00/8 ounces,71.0,89.0,45.0,
"Shilcho Ethiopia, Red Cherry Initiative",94.0,"San Diego, California","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$17.00/12 ounces,53.0,66.0,17.0,
"Lomi Tasha Worka, Ethiopia",95.0,"Los Angeles, California","Yirgacheffe growing district, southern Ethiopia.",Light,$25.00/12 ounces,64.0,85.0,25.0,
Laura’s Reserve SL-28,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium,$35.95/8 ounces,53.0,68.0,35.95,
Semeon Abay Ethiopia,95.0,"Lee, Massachusetts",Southern and/or western Ethiopia.,Light,,66.0,84.0,,
Kenya Nyeri Rukira AB,95.0,"Chia-Yi, Taiwan","Nyeri County, Central Kenya.",Medium,$20.00/16 ounces,49.0,66.0,20.0,
Auromar Camilina Geisha,95.0,"Topeka, Kansas","Boquete growing region, western Panama.",Light,$40.00/8 ounces,62.0,88.0,40.0,
Holiday Blend,95.0,"Olympia, Washington",El Salvador; Kenya.,Medium Light,$17.25/12 ounces,59.0,78.0,17.25,
Ethiopia Wenago Natural,95.0,"Sacramento, California","Gedeo zone, Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$18.00/12 ounces,55.0,73.0,18.0,
Panama Geisha Holiday Blend,95.0,"Los Angeles, California","Boquete growing region, western Panama.",Light,$24.00/150 grams,67.0,88.0,0.8465608465608465,
Panama Esmeralda Especial Geisha Bosque 2,94.0,"Sacramento, California","Boquete growing region, western Panama",Medium,$62.00/8 ounces,50.0,65.0,62.0,Panama
Gratitude Special Blend,94.0,"Longwood, Florida",Central America.,Medium,$12.50/12 ounces,46.0,64.0,12.5,
Nicaragua Pacamara Reserve Los Congos,94.0,"Boulder, Colorado","San Fernando, Nueva Segovia region, Nicaragua.",Medium Light,$18.00/12 ounces,57.0,73.0,18.0,
Kenya Muthonjo AA,94.0,"Bellingham, Washington",South-central Kenya.,Medium,$16.00/150 grams,49.0,64.0,0.564373897707231,
Ethiopia Ninety Plus Hachira N2,95.0,"Yorktown Heights, New York","Yirgacheffe growing region, southern Ethiopia.",Medium,$30.00/12 ounces,51.0,67.0,30.0,
Perci Red Panama Gesha,95.0,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,$72.45/12 ounces,74.0,101.0,72.45,
Kenya Karagoto,94.0,"Berkeley, California","Nyeri County, Central Highlands, Kenya.",Medium,$12.99/12 ounces,54.0,66.0,12.99,
Nekisse Natural Process Ethiopia,94.0,"Lee, Massachusetts","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,$30.95/12 ounces,64.0,89.0,30.95,
Ethiopia Yirgacheffe Gutiti,94.0,"Ramsey, Minnesota","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium,$16.95/12 ounces,52.0,69.0,16.95,
Ulos Batak Sumatra Peaberry,95.0,"Madison, Wisconsin","Northern Sumatra, Indonesia.",Medium Light,$18.50/12 ounces,54.0,78.0,18.5,
Ethiopia Konga,94.0,"Lexington, Virginia","Konga District, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.95/12 ounces,56.0,76.0,16.95,
Kenya AA Top 405A Espresso,95.0,"Taoyuan City, Taiwan",Central Kenya.,Medium,NTD$ 1600 / 16 ounces,47.0,62.0,,
Seasonal Mini-Me Yirgacheffe Washed,94.0,"Kaohsiung City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NTD $1000/16 ounces,52.0,68.0,,
Panama Mama Cata Natural,95.0,"Longwood, Florida","Boquete growing region, western Panama.",Medium,$33.95/12 ounces,42.0,63.0,33.95,
High Mountain Red Bourbon,95.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium Light,$34.95/8 ounces,61.0,77.0,34.95,
Nicaragua Pacamara Reserve Los Congos,94.0,"Sacramento, California","San Fernando, Nueva Segovia region, Nicaragua.",Medium Light,$18.00/12 ounces,56.0,73.0,18.0,
Panama Duncan Natural Gesha,94.0,"Sacramento, California","El Salto, Boquete growing region, Panama.",Light,$47.00/8 ounces,61.0,81.0,47.0,
Guatemala Acatenango Gesha,94.0,"Billings, Montana.","Acatenango growing region, Guatemala.",Light,$22.00/8 ounces,72.0,87.0,22.0,
Kenya Kigwandi AA,94.0,"Los Angeles, California","Nyeri County, central Kenya.",Medium Light,$19.95/12 ounces,53.0,70.0,19.95,
Ethiopia Homacho Waeno,95.0,"Oakland, California","Aleta Wondo, Sidama (also Sidamo) growing region, southern Ethiopia.",Medium Light,,62.0,75.0,,
Colombia Granja Esperanza Gesha AAA,95.0,"Oakland, California","Valle del Cauca growing region, Colombia.",Medium Light,,53.0,76.0,,
Kenya Mathew Mugo,94.0,"Driftless, Wisconsin","Kirinyaga County, central Kenya",Medium Light,$17.95/12 ounces,61.0,79.0,17.95,Kenya
Organic Ethiopian Banko Natural,94.0,"Driftless, Wisconsin","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.75/12 ounces,59.0,75.0,16.75,
Kenya Nyeri,94.0,"San Luis Obispo, California","Nyeri County, Central Highlands, Kenya.",Medium,$18.00 / 12 ounces,52.0,62.0,18.0,
Konga Natural Ethiopia,94.0,"Topeka, Kansas","Konga District, Yirgacheffe growing region, southern Ethiopia.",Light,$17.82/12 ounces,62.0,84.0,17.82,
Kenya AA Giakanja,94.0,"Yorktown Heights, New York","Nyeri County, Central Highlands, Kenya.",Medium Light,,53.0,71.0,,
Ethiopia Chele’ Lektu,94.0,"Jackson, MIssissippi","Yirgacheffe growing region, southern Ethiopia.",Medium,$14.00/12 ounces,52.0,68.0,14.0,
Ethiopia Boke Natural Grade 1 Espresso,94.0,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium Light,$17.50/12 ounces,56.0,66.0,17.5,
Kochoha Espresso,94.0,"Madison, Wisconsin","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium Light,$14.85/12 ounces,56.0,72.0,14.85,
Kenya Nyeri Giakanja,95.0,"San Diego, California","Nyeri County, Central Highlands, Kenya.",Medium,$28.00/16 ounces,50.0,55.0,28.0,
Perci N2 L39,94.0,"Pu’Er, Yunnan Province, China","Silla Del Pando, Volcan, Panama.",Medium Light,RMB 235/125 g,55.0,78.0,,
Yirgacheffe Aricha Natural G1,94.0,South Korea,"Yirgacheffe growing region, southern Ethiopia.",Medium Light,"KRW$10,500/100 grams",59.0,74.0,,
Sumatra Tano Batak,94.0,Sacr,"Lintong growing region, northern Sumatra, Indonesia.",Medium,$17.50/12 ounces,54.0,66.0,17.5,
Panama Ironman Camilina Geisha,97.0,"Los Angeles, California","Boquete growing region, western Panama.",Medium Light,$49.95/8 ounces,58.0,80.0,49.95,
Panama Estate Reserve: Elida Estate Natural,94.0,"Boulder, Colorado","Boquete growing region, western Panama.",Medium Light,$18.00/12 ounces,58.0,80.0,18.0,
Byron’s Maracaturra Natural Nicaragua,94.0,"Fort Bragg, California","Matagalpa growing region, Nicaragua.",Light,$16.50/12 ounces,64.0,80.0,16.5,
Panama Chiriqui Finca Santa Teresa Geisha,94.0,"Los Angeles, California","Volcan growing region, western Panama.",Light,$18.00/8 ounces,72.0,87.0,18.0,
Costa Rica Cerro San Luis Natural,94.0,"Sacramento, California","San Luis de Grecia, central Costa Rica.",Medium Light,$17.90/12 ounces,57.0,74.0,17.9,
Panama La Berlina Typica Natural,94.0,"Tainan City, Taiwan","Boquete growing region, western Panama.",Medium Light,NT$ 480/8 ounces,56.0,76.0,480.0,
Costa Rica Flor de Santos Bourbon Natural,94.0,"Kowloon, Hong Kong, China","Tarrazu growing region, central Costa Rica.",Medium Light,HK $178/200 grams,57.0,79.0,,
Panama NPGE Perci N2,94.0,"Seoul, South Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 50,000/200 grams",59.0,77.0,,
El Salvador Cerro Las Ranas Espresso,94.0,"Los Angeles, California","Apaneca, Ataco, El Salvador.",Medium Dark,$15.95/12 ounces,44.0,50.0,15.95,
Kii Kenya,94.0,"Madison, Wisconsin",South-central Kenya.,Medium Light,$19.95/12 ounces,58.0,73.0,19.95,
Ethiopia Boke Washed Grade 1,95.0,"Sacramento, California","Boke, Gamo Gofa Zone, Southern Ethiopia.",Medium Light,$17.00/12 ounces,57.0,82.0,17.0,
Ethiopia Semeon Abay N3,94.0,"Seoul, South Korea",Southern and/or western Ethiopia.,Light,"KRW 95,000/100 grams",62.0,87.0,,
Kenya Kahiriga,94.0,"Redlands, California","Murang’a County, central Kenya.",Medium Light,$18.50/12 ounces,56.0,74.0,18.5,
Ready-to-Drink Coffee Cold Brew,94.0,"Raleigh, North Carolina","Yirgacheffe growing region, southern Ethiopia.",,$6.00/16 fluid ounces,,,6.0,
Elida Estate Panama,95.0,"La Jolla, California","Elida Estate, western Panama.",Medium Light,$25.99/12 ounces,57.0,74.0,25.99,
Kenya Baragwi Kagongo Peaberry,94.0,"Bedford, New Hampshire",South-central Kenya.,Medium,$14.50/12 ounces,49.0,71.0,14.5,
Sumatra Ulos Batak,96.0,"La Jolla, California","Northern Sumatra, Indonesia",Medium,$17.99/12 ounces,53.0,68.0,17.99,Indonesia
Washed Yirgacheffe,94.0,"La Jolla, California","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$18.99/12 ounces,54.0,76.0,18.99,
Kenya Kikai,95.0,"Lexington, Virginia","Bungoma region, western Kenya.",Medium Light,$17.75/12 ounces,57.0,77.0,17.75,
Ethiopia Yirgacheffe Kore Kochore,94.0,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$14.50/12 ounces,59.0,76.0,14.5,
SO Espresso Brazil Fazenda Rainha Natural,94.0,"Ramsey, Minnesota","Mogiana Region, Minas Gerais State, Brazil.",Medium,$12.95/12 ounces,54.0,66.0,12.95,
Papua New Guinea Kunjin,94.0,"San Jose, California","Wahgi Valley, Western Highlands, Papua New Guinea.",Light,$16.50/12 ounces,64.0,82.0,16.5,
Ethiopia Sidama Ardi,94.0,"Santa Monica, California","Guji Zone, Sidama Province, southern Ethiopia.",Medium,$17.00/12 ounces,52.0,61.0,17.0,
Celinga Ethiopia Espresso,94.0,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.50/12 ounces,57.0,73.0,16.5,
Celinga Ethiopia,95.0,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.50/12 ounces,57.0,73.0,16.5,
Ethiopia Danch Meng,94.0,"Cambria, California","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$19.50/12 ounces,57.0,77.0,19.5,
Ethiopia Moplaco Yirgacheffe,94.0,"Taichung City, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,TWD $450/100 grams,58.0,80.0,,
Ethiopia Yirga Natural Bedhatu,94.0,"Chia-Yi, Taiwan","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,$23.00/16 ounces,65.0,90.0,23.0,
Kenya Nyeri Tambaya AA,95.0,"Taichung City, Taiwan","Nyeri growing region, south-central Kenya.",Medium Light,TWD $450/100 grams,55.0,72.0,,
Guji Zone Ethiopia,95.0,"La Jolla, California","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",Medium Light,$17.99/12 ounces,59.0,77.0,17.99,
Colombia Cerro Azul Geisha,95.0,"Bellingham, Washington","Valle del Cauca growing region, Colombia.",Medium,$20.00/150 grams,52.0,63.0,0.7054673721340388,
Colombia Cerro Azul Enano,94.0,"San Rafael, California","Valle del Cauca growing region, Colombia.",Medium Light,$15.35/12 ounces,60.0,79.0,15.35,
"Colombia Finca Monte Verde, Gildardo Gutierrez",94.0,"San Francisco, California","Herrera, Tolima Department, west-central Colombia.",Medium Light,$19.50/12 ounces,58.0,73.0,19.5,
Twisted 3.0 Espresso,94.0,"Madison, Wisconsin",Not disclosed.,Medium,$15.75/12 ounces,50.0,60.0,15.75,
Ethiopia Amaro Gayo Dry Process,94.0,"Bedford, New Hampshire","Amaro region, southern Ethiopia.",Medium Light,$13.50/12 ounces,60.0,81.0,13.5,
Ethiopia Gedeo Yirgacheffe,94.0,"Billings, Montana","Yirgacheffe growing region, south-central Ethiopia.",Light,$13.75/12 ounces,63.0,85.0,13.75,
Rwanda Karongi Gitesi,94.0,"Bedford, New Hampshire","Kirambo, Karongi District, Rwanda.",Medium Light,$14.50/12 ounces,53.0,71.0,14.5,
Gelgelu Adame Ethiopia Yirgacheffe Organic Natural Process,96.0,"Madison, Wisconsin","Yirgacheffe growing region, south-central Ethiopia.",Light,$19.25/12 ounces,63.0,81.0,19.25,
Ethiopia FTO Worka,95.0,"Tulsa, Oklahoma","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Light,$14.99/12 ounces,66.0,88.0,14.99,
Kenya Makwa AB,96.0,"Los Angeles, California","Nyeri growing region, south-central Kenya.",Medium,$16.95/12 ounces,54.0,67.0,16.95,
Kenya Kabare AB,95.0,"Bedford, New Hampshire","Nyeri growing region, south-central Kenya.",Light,$14.50/12 ounces,64.0,84.0,14.5,
El Salvador Santa Elena Honey Pacamara,94.0,"Sacramento, California","Chalatenango, El Salvador",Medium Light,$19.00/12 ounces,55.0,68.0,19.0,Salvador
Kenya Makwa AB,95.0,"Sacramento, California","Nyeri growing region, south-central Kenya.",Medium,$16.00/12 ounces,51.0,59.0,16.0,
Ethiopia Yirgacheffe ECX Auction Lot,94.0,"Sacramento, California","Yirgacheffe growing region, south-central Ethiopia.",Medium Light,$17.00/12 ounces,56.0,71.0,17.0,
Ethiopia Ninety Plus Pheribo N2,95.0,"Seoul, Korea","Yirgacheffe growing region, Gedeo Zone, southern Ethiopia.",Light,"KRW 15,000/100 grams",66.0,85.0,,
Ethiopia Washed Sidama Shilcho Coop G1,94.0,"Chia-Yi, Taiwan","Sidamo (also Sidama) growing region, southern Ethiopia.",Light,NT $650/16 ounces,64.0,80.0,650.0,
Ethiopia Washed Yirgacheffe “Mini-Me” 2014,96.0,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NT $1000/16 ounces,50.0,65.0,1000.0,
Panama Los Lajones Bambu Geisha,96.0,"Sacramento, California","Boquete growing region, western Panama",Medium Light,$60.00/8 ounces,57.0,78.0,60.0,Panama
Kikai Kenya,95.0,"Lexington, Virginia","Bungoma region, western Kenya.",Medium,$14.50/12 ounces,52.0,62.0,14.5,
Panama Gesha Perci Red,96.0,"Lee, Massachusetts","Silla Del Pando, Volcan, Panama.",Light,$72.45/12 ounces,66.0,88.0,72.45,
Organic Ethiopian Yirgacheffe Idido,94.0,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$15.75/12 ounces,59.0,74.0,15.75,
Holiday Blend,95.0,"Everett, Washington","Central Kenya; Toraja growing region, southwestern Sulawesi, Indonesia.",Medium Light,$17.00/16 ounces,56.0,78.0,17.0,
Panama Finca La Mula Geisha Natural,94.0,"San Rafael, California","Boquete growing region, western Panama",Medium Light,$49.95/8 ounces,60.0,75.0,49.95,Panama
Kenya Gichuka AA,94.0,"Sacramento, California",Central Kenya.,Medium Light,$17.00/12 ounces,56.0,72.0,17.0,
Ethiopia Washed Yirgacheffe Mini-Me,94.0,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia.",Medium,NT $1000/16 ounces,50.0,62.0,1000.0,
Ethiopia Kelenso Mokanisa,94.0,"Bellingham, Washington","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium Light,$13.99/12 ounces,59.0,73.0,13.99,
Ganesha Espresso,94.0,"Bellingham, Washington",Not disclosed.,Medium,$13.99/16 ounces,49.0,59.0,13.99,
Lennette Kenya,94.0,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.99,56.0,68.0,,
Ethiopia Ninety Plus Nekisse Red,95.0,"Yorktown Heights, New York","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$65.00/12 ounces,49.0,66.0,65.0,
Ethiopia Yirgacheffe Kochere Aricha,94.0,"Oakland, California","Yirgacheffe growing region, southern Ethiopia.",Medium Light,$12.10/12 ounces,53.0,79.0,12.1,
Ethiopia Banko Natural,94.0,"Olympia, Washington","Gedeo Zone, Yirgacheffe growing region, southern Ethiopia.",Medium Light,$16.30/12 ounces,58.0,75.0,16.3,
Makwa Kenya Nyeri,94.0,"La Jolla, California","Nyeri growing region, south-central Kenya.",Medium Light,$17.99/12 ounces,57.0,71.0,17.99,
Panama Los Lajones Bambu Geisha Natural,94.0,"Ramsey, Minnesota","Boquete growing region, western Panama",Medium Light,$59.95/8 ounces,58.0,75.0,59.95,Panama
Juliette Red Ninety Plus Gesha Estate Panama,94.0,"Seoul, South Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 35,000/100 grams",53.0,72.0,,
100% Kona High Mountain Io Extra Fancy,94.0,"Holualoa, Hawaii","Holualoa, North Kona growing district, Hawaii.",Medium Light,$35.95/8 ounces,55.0,75.0,35.95,
Sumatra Blue Batak Peaberry,94.0,"Sacramento, California","Lintong growing region, North Sumatra, Indonesia.",Medium,$16.50/12 ounces,53.0,68.0,16.5,
Panama Gesha Ninety Plus Perci Red,95.0,"Yorktown Heights, New York","Silla Del Pando, Volcan, Panama.",Medium,$65.00/12 ounces,52.0,68.0,65.0,
El Agulia Pacamara El Salvador,94.0,"Olympia, Washington","Santa Ana Region, El Salvador.",Light,$17.40/12 ounces,63.0,82.0,17.4,
Mexico Finca Kassandra Pacamara,94.0,"Berlin, Massachusetts","Vera Cruz growing region, Mexico.",Medium Light,$17.00/12 ounces,55.0,68.0,17.0,
Panama Finca Santa Teresa Honey Geisha,94.0,"I-Lan City, Taiwan","Volcan growing region, western Panama.",Medium,NT $2800/8 ounces,55.0,66.0,2800.0,
Batista Natural Geisha,94.0,"Kaohsiung City, Taiwan","Volcan growing region, western Panama.",Light,NT $1900/8 ounces,65.0,84.0,1900.0,
Perci N2 Ninety Plus Gesha Estates Panama,94.0,"Seoul, Korea","Silla Del Pando, Volcan, Panama.",Medium Light,"KRW 35,000/100 grams",58.0,71.0,,
Ethiopia Sidama Deri Kochoha,94.0,"Bedford, New Hampshire","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,$13.50/12 ounces,52.0,66.0,13.5,
Kenya Kirinyaga Karimikui Peaberry,95.0,"Bedford, New Hampshire","Karimikui growing region, central Kenya.",Medium,$14.50/12 ounces,52.0,66.0,14.5,
Ethiopia Yirgacheffe,94.0,"Portland, Oregon","Yirgacheffe growing region, southern Ethiopia.",Light,$15.00/12 ounces,59.0,84.0,15.0,
Panama Auromar Estate “Ironman” Geisha,94.0,"Topeka, Kansas","Boquete growing region, western Panama",Medium Light,$52.99/8 ounces,56.0,82.0,52.99,Panama
Guatemala Acatenango Gesha,95.0,"Billings, Montana","Acatenango growing region, Guatemala.",Medium,$20.00/8 ounces,50.0,65.0,20.0,
